[ 1 ]
[ 1 
; 3 9 15 21 27 33 
; 4 10 16 22 28 34 
; 5 11 17 23 29 35 
; 6 12 18 24 30 36 ]
[ 1 8 15 22 29 36 
; 2 9 16 23 30 37 
; 3 10 17 24 31 38 
; 4 11 18 25 32 39 
; 5 12 19 26 33 40 
; 6 13 20 27 34 41 
; 7 14 21 28 35 42 ]
[ 1 9 17 25 33 41 
; 2 10 18 26 34 42 
; 3 11 19 27 35 43 
; 4 12 20 28 36 44 
; 5 13 21 29 37 45 
; 6 14 22 30 38 46 
; 7 15 23 31 39 47 
; 8 16 24 32 40 48 ]
[ 1 2 3 4 5 6 7 ]
[ 1 3 5 7 9 11 13 
; 2 4 6 8 10 12 14 ]
[ 1 4 7 10 13 16 19 
; 2 5 8 11 14 17 20 
; 3 6 9 12 15 18 21 ]
[ 1 5 9 13 17 21 25 
; 2 6 10 14 18 22 26 
; 3 7 11 15 19 23 27 
; 4 8 12 16 20 24 28 ]
[ 1 6 11 16 21 26 31 
; 2 7 12 17 22 27 32 
; 3 8 13 18 23 28 33 
; 4 9 14 19 24 29 34 
; 5 10 15 20 25 30 35 ]
[ 1 7 13 19 25 31 37 
; 2 8 14 20 26 32 38 
; 3 9 15 21 27 33 39 
; 4 10 16 22 28 34 40 
; 5 11 17 23 29 35 41 
; 6 12 18 24 30 36 42 ]
[ 1 8 15 22 29 36 43 
; 2 9 16 23 30 37 44 
; 3 10 17 24 31 38 45 
; 4 11 18 25 32 39 46 
; 5 12 19 26 33 40 47 
; 6 13 20 27 34 41 48 
; 7 14 21 28 35 42 49 ]
[ 1 9 17 25 33 41 49 
; 2 10 18 26 34 42 50 
; 3 11 19 27 35 43 51 
; 4 12 20 28 36 44 52 
; 5 13 21 29 37 45 53 
; 6 14 22 30 38 46 54 
; 7 15 23 31 39 47 55 
; 8 16 24 32 40 48 56 ]
[ 1 2 3 4 5 6 7 8 ]
[ 1 3 5 7 9 11 13 15 
; 2 4 6 8 10 12 14 16 ]
[ 1 4 7 10 13 16 19 22 
; 2 5 8 11 14 17 20 23 
; 3 6 9 12 15 18 21 24 ]
[ 1 5 9 13 17 21 25 29 
; 2 6 10 14 18 22 26 30 
; 3 7 11 15 19 23 27 31 
; 4 8 12 16 20 24 28 32 ]
[ 1 6 11 16 21 26 31 36 
; 2 7 12 17 22 27 32 37 
; 3 8 13 18 23 28 33 38 
; 4 9 14 19 24 29 34 39 
; 5 10 15 20 25 30 35 40 ]
[ 1 7 13 19 25 31 37 43 
; 2 8 14 20 26 32 38 44 
; 3 9 15 21 27 33 39 45 
; 4 10 16 22 28 34 40 46 
; 5 11 17 23 29 35 41 47 
; 6 12 18 24 30 36 42 48 ]
[ 1 8 15 22 29 36 43 50 
; 2 9 16 23 30 37 44 51 
; 3 10 17 24 31 38 45 52 
; 4 11 18 25 32 39 46 53 
; 5 12 19 26 33 40 47 54 
; 6 13 20 27 34 41 48 55 
; 7 14 21 28 35 42 49 56 ]
[ 1 9 17 25 33 41 49 57 
; 2 10 18 26 34 42 50 58 
; 3 11 19 27 35 43 51 59 
; 4 12 20 28 36 44 52 60 
; 5 13 21 29 37 45 53 61 
; 6 14 22 30 38 46 54 62 
; 7 15 23 31 39 47 55 63 
; 8 16 24 32 40 48 56 64 ]
